Class,area,b1,b1_1,b1_2,b2,b2_2,b2_3,b2_diss,b2_savg,b3,b3_2,b3_3,b3_corr,b3_diss,b3_savg,perimeter
2,1,18500,2521,22354,19300,2635,22297,5700,32767,19800,2545,22302,31,5366,32767,3100
2,7,3700,1134,4212,3400,1074,3719,602,7481,3700,1034,3810,14,625,8116,7300
2,7,10700,1740,12779,11000,1641,12964,2068,24389,9500,1935,11020,8,2431,21560,10600
2,10,11300,1882,13098,10900,1765,12597,1991,22879,9000,1807,11010,-5,1777,19306,11600
2,14,25400,2407,23794,25400,2377,24062,227,32767,25500,2327,24185,4,181,32767,17800
2,5,21400,2549,22417,21400,2503,22652,7918,32767,23500,2265,23094,8,7602,32767,6900
2,8,2200,2079,3853,2100,1950,3717,508,5112,2400,2010,4202,-5,549,5791,9900
2,3,11500,2751,5190,11600,2974,5476,8150,25216,12000,3100,6076,21,7947,25760,6600
2,14,25200,2407,23794,25400,2377,24062,2400,32767,25400,2327,24185,6,2397,32767,17800
2,0,24800,3042,22883,25300,2908,23500,1918,32767,25400,2588,23887,-18,1618,32767,2200
2,14,25400,2407,23794,25500,2377,24062,31,32767,25500,2327,24185,100,0,32767,17800
2,8,22300,2871,23049,22600,2856,23260,970,32767,23000,2634,23572,-30,947,32767,10900
2,7,22600,2782,23312,23100,2868,23193,4158,32767,23900,2794,23413,31,3708,32767,11500
2,8,3600,2133,4230,3300,2220,4092,885,7339,4100,2382,4783,-22,852,8989,8400
2,5,3700,1998,4511,3700,2050,4361,727,7735,4100,2184,5054,8,743,8639,6400
2,9,3500,2337,4534,3500,2432,4581,441,7237,4000,2412,4986,31,433,8266,11500
2,8,25400,2871,23049,25400,2856,23260,206,32767,25400,2634,23572,-23,91,32767,10900
2,0,23000,3042,22883,23600,2908,23500,945,32767,24200,2588,23887,-9,685,32767,2200
2,14,21600,2407,23794,22400,2377,24062,5860,32767,23000,2327,24185,23,5568,32767,17800
2,10,3100,2122,3859,2900,2196,3861,229,5783,3300,2357,4398,-13,231,6702,10200
2,4,3100,1629,4386,3000,1657,4200,268,5697,3400,1401,4209,-1,279,6483,5500
2,2,13900,3714,5528,14700,3774,5748,7954,29154,14800,3726,6407,27,7904,29487,5900
2,16,14700,3029,10756,15400,2922,10548,7616,28337,16000,2384,8948,24,7243,29393,24300
2,14,22200,2407,23794,23100,2377,24062,6054,32767,23700,2327,24185,32,5750,32767,17800
2,2,19300,3396,22218,19500,3240,22489,3218,32767,19900,3151,22674,23,3164,32767,3700
2,8,15600,2871,23049,15700,2856,23260,6320,32767,17100,2634,23572,26,5693,32767,10900
2,4,25200,2646,23488,25400,2553,23600,2143,32767,25400,2550,23614,-4,2300,32767,7200
2,0,8600,2775,12064,8900,2791,12392,5054,18329,10200,2789,13957,30,5152,20693,1400
2,8,5000,1373,8072,4500,1414,7394,3429,14454,4500,1556,6180,0,3895,14854,10800
2,3,22800,1278,22187,22000,1288,21912,812,32767,21900,1418,22073,-4,918,32767,5600
2,8,3600,2353,3847,3800,2537,3975,387,7016,4400,2722,4591,-15,368,8414,9200
2,3,22600,1278,22187,22400,1288,21912,368,32767,22900,1418,22073,0,352,32767,5600
2,6,4200,2398,4523,4100,2541,4391,670,7729,4900,2721,4888,36,716,9116,6900
2,8,3900,2133,4230,3900,2220,4092,212,7933,4700,2382,4783,40,247,9493,8400
2,11,11600,2994,22967,10200,3039,23029,6864,23210,11300,2864,23338,29,6672,25377,15700
2,3,4800,2751,5190,4700,2974,5476,164,9202,5200,3100,6076,8,170,10083,6600
2,8,4300,2133,4230,4100,2220,4092,452,7681,4800,2382,4783,9,454,9041,8400
2,8,12700,2871,23049,13500,2856,23260,7712,25733,15200,2634,23572,24,7618,28527,10900
2,2,15400,3396,22218,17100,3240,22489,3983,32767,17200,3151,22674,-32,4041,32767,3700
2,8,4000,2079,3853,3900,1950,3717,166,7770,4400,2010,4202,9,152,8731,9900
2,3,4600,2751,5190,4500,2974,5476,527,8914,5300,3100,6076,-12,520,10370,6600
2,7,24600,2219,23248,24700,2204,23334,456,32767,25100,2117,23547,-8,468,32767,8800
2,14,21000,2407,23794,21800,2377,24062,3906,32767,21800,2327,24185,33,3947,32767,17800
2,8,25300,1586,24055,25300,1540,24144,93,32767,25400,1480,24216,26,66,32767,9200
2,8,3000,2079,3853,3600,1950,3717,4533,11737,4500,2010,4202,35,4506,13260,9900
2,0,6800,2775,12064,7000,2791,12392,5620,16095,8500,2789,13957,27,5850,18745,1400
2,4,24700,7028,19653,24900,7021,19728,1806,32767,24900,6692,20338,14,1681,32767,5400
2,5,5000,1998,4511,4900,2050,4361,1070,9350,5700,2184,5054,16,1093,10989,6400
2,8,5400,2079,3853,5300,1950,3717,3970,12979,5800,2010,4202,23,3666,13391,9900
2,8,7900,2133,4230,8100,2220,4092,3464,20081,9800,2382,4783,-14,3350,23354,8400
2,14,25200,2407,23794,25400,2377,24062,2400,32767,25400,2327,24185,6,2397,32767,17800
2,7,11800,2394,3635,12000,2440,3580,6593,23064,12900,2595,3683,24,6545,24662,7600
2,14,25500,2407,23794,25500,2377,24062,0,32767,25500,2327,24185,100,0,32767,17800
2,7,18200,1740,12779,19700,1641,12964,5772,30022,20300,1935,11020,-6,5779,31104,10600
2,10,2200,2122,3859,2100,2196,3861,1247,5606,2500,2357,4398,-29,1104,6254,10200
2,14,20200,2407,23794,19800,2377,24062,8083,30812,20800,2327,24185,21,7752,32767,17800
2,8,12700,2871,23049,13500,2856,23260,7712,25733,15200,2634,23572,24,7618,28527,10900
2,8,24800,1586,24055,25000,1540,24144,416,32767,25400,1480,24216,-1,331,32767,9200
2,14,25400,2407,23794,25500,2377,24062,1870,32767,25500,2327,24185,-10,1831,32767,17800
2,8,4300,2133,4230,4300,2220,4092,831,7402,5100,2382,4783,5,845,9095,8400
2,5,23500,2549,22417,23600,2503,22652,462,32767,24000,2265,23094,20,422,32767,6900
2,8,25400,2871,23049,25400,2856,23260,833,32767,25400,2634,23572,-10,839,32767,10900
2,2,2700,3714,5528,3400,3774,5748,4193,12247,3900,3726,6407,29,4183,13258,5900
2,8,2600,2353,3847,3500,2537,3975,7366,16483,4800,2722,4591,14,7137,18654,9200
2,4,3900,1629,4386,3500,1657,4200,1127,6527,3800,1401,4209,11,1006,7022,5500
2,9,3800,2337,4534,3800,2432,4581,625,7429,4300,2412,4986,-14,664,8364,11500
2,4,24300,2646,23488,24700,2553,23600,5039,32767,24800,2550,23614,22,4947,32767,7200
2,14,25200,2407,23794,25500,2377,24062,4568,32767,25500,2327,24185,-12,4158,32767,17800
2,0,10700,3502,12016,10300,3398,11683,7568,23893,11100,3424,12516,22,7520,25508,600
2,7,25300,2782,23312,25500,2868,23193,2395,32767,25500,2794,23413,21,1995,32767,11500
2,9,3800,2337,4534,3500,2432,4581,995,7583,3700,2412,4986,20,1000,7850,11500
2,4,3000,1629,4386,2700,1657,4200,918,6489,2700,1401,4209,21,795,6395,5500
2,7,24800,3138,22395,25100,3119,22441,2422,32767,25300,3016,22701,1,2116,32767,9300
2,8,25400,1586,24055,25400,1540,24144,162,32767,25500,1480,24216,1,193,32767,9200
2,8,4500,2133,4230,4700,2220,4092,5429,14962,6000,2382,4783,3,5510,17493,8400
2,9,3800,2337,4534,4100,2432,4581,868,7185,4600,2412,4986,11,820,8304,11500
2,14,25500,2407,23794,25500,2377,24062,131,32767,25500,2327,24185,16,131,32767,17800
2,14,24900,2407,23794,25100,2377,24062,716,32767,25300,2327,24185,-2,660,32767,17800
2,3,4600,2751,5190,4600,2974,5476,797,8072,5100,3100,6076,3,812,8950,6600
2,10,3900,2122,3859,4100,2196,3861,870,8304,4800,2357,4398,18,864,9822,10200
2,7,12100,1633,9442,11600,1617,8679,1456,21956,10100,1508,7541,-10,1443,19497,11100
2,7,21000,2219,23248,21800,2204,23334,997,32767,22300,2117,23547,7,979,32767,8800
2,4,24500,7028,19653,24400,7021,19728,3697,32767,24800,6692,20338,7,3383,32767,5400
2,8,4400,2133,4230,4400,2220,4092,97,8656,5400,2382,4783,19,139,10577,8400
2,14,19600,2407,23794,20100,2377,24062,6106,32767,19900,2327,24185,20,6489,32767,17800
2,3,10200,2220,13761,10700,2419,13241,5083,22716,11300,2649,13005,33,4941,23783,7400
2,1,18500,2521,22354,17200,2635,22297,8066,29087,17600,2545,22302,21,8056,29631,3100
2,8,24900,1586,24055,25100,1540,24144,439,32767,25400,1480,24216,0,356,32767,9200
2,7,25000,3138,22395,25100,3119,22441,254,32767,25300,3016,22701,-12,200,32767,9300
2,0,22700,1547,21694,22500,1661,21276,800,32767,22900,1809,21476,6,737,32767,1700
2,8,18800,2871,23049,18700,2856,23260,3789,32335,19200,2634,23572,-8,3833,32767,10900
2,2,11500,3714,5528,12100,3774,5748,8418,23597,12900,3726,6407,28,8308,24908,5900
2,5,3600,1998,4511,3400,2050,4361,610,6322,4100,2184,5054,17,572,7756,6400
2,5,19800,2549,22417,19800,2503,22652,2400,32767,20500,2265,23094,16,2229,32767,6900
2,9,24500,2412,23502,24100,2545,23291,408,32767,24400,2489,23408,19,425,32767,11700
2,2,3800,3008,6161,4400,3144,6819,2541,12016,5100,3191,7533,8,2560,13427,4100
2,8,25400,2871,23049,25500,2856,23260,195,32767,25500,2634,23572,-14,58,32767,10900
2,8,2400,2079,3853,2500,1950,3717,995,5525,2900,2010,4202,18,704,6362,9900
2,2,25400,2259,23870,25300,2407,23825,3433,32767,25400,2239,24075,0,3377,32767,4100
2,8,23100,1586,24055,22500,1540,24144,4020,32767,21800,1480,24216,11,4156,32767,9200
2,2,7900,3714,5528,8800,3774,5748,4633,22208,8900,3726,6407,-5,4620,22541,5900
2,10,1500,2122,3859,1900,2196,3861,2964,8452,3300,2357,4398,22,2747,11031,10200
2,1,24400,3604,21984,23900,3531,21690,4077,32767,24700,3296,22443,-2,3643,32767,2400
2,0,15500,1470,16792,15000,1490,16353,4385,31564,15200,1426,16223,24,4670,31787,1300
2,14,25300,2407,23794,25400,2377,24062,293,32767,25500,2327,24185,-21,227,32767,17800
2,1,10200,2754,9329,10400,3154,9232,5220,23820,12000,3509,10232,18,5383,26612,2700
2,14,25300,2407,23794,25500,2377,24062,560,32767,25500,2327,24185,25,381,32767,17800
2,8,6100,1373,8072,5800,1414,7394,2283,11120,5800,1556,6180,16,2166,11070,10800
2,1,20300,3375,17189,20900,3251,17585,2656,32767,21000,3148,17757,16,2608,32767,2500
2,8,25400,2871,23049,25400,2856,23260,195,32767,25300,2634,23572,3,233,32767,10900
2,14,25000,2407,23794,25300,2377,24062,216,32767,25400,2327,24185,-16,133,32767,17800
2,8,3800,2079,3853,3600,1950,3717,141,7141,4100,2010,4202,-10,245,8108,9900
2,1,19000,3375,17189,19200,3251,17585,4820,32767,19600,3148,17757,20,4777,32767,2500
2,3,4900,1828,4514,6000,2163,4646,4891,17179,6800,2199,5155,-9,4856,18897,6700
2,4,25100,3088,22981,25200,2982,23315,804,32767,25300,2932,23427,-1,691,32767,6800
2,2,22300,3016,22090,22800,2960,22267,3714,32767,23200,2873,22350,4,3593,32767,4900
2,2,24400,3016,22090,24600,2960,22267,6620,32767,24500,2873,22350,-10,6258,32767,4900
2,2,11500,3714,5528,12100,3774,5748,8418,23597,12900,3726,6407,28,8308,24908,5900
2,0,22900,305,23471,23300,335,23914,681,32767,24000,282,24542,-33,554,32767,700
2,6,4300,2398,4523,3500,2541,4391,2375,10137,3500,2721,4888,13,2164,9939,6900
2,14,20500,2407,23794,21400,2377,24062,2910,32767,21700,2327,24185,-9,2887,32767,3700
2,9,2900,2337,4534,3200,2432,4581,906,6514,3800,2412,4986,11,843,7631,11500
2,4,17500,3088,22981,18100,2982,23315,4425,32767,18800,2932,23427,20,4083,32767,6800
2,6,2100,2398,4523,2000,2541,4391,4954,9987,2500,2721,4888,-2,5195,11245,6900
2,5,3700,1998,4511,3700,2050,4361,727,7735,4100,2184,5054,8,743,8639,6400
2,14,24700,2407,23794,25200,2377,24062,697,32767,25200,2327,24185,29,606,32767,17800
2,3,23100,2827,22484,23700,2686,22845,2756,32767,24600,2450,23414,-17,2249,32767,4700
2,9,23600,2412,23502,23500,2545,23291,752,32767,24000,2489,23408,2,641,32767,11700
2,9,12700,1507,11486,12500,1524,10040,6420,28220,13000,1648,8870,23,6622,28914,14100
2,8,25200,1586,24055,25300,1540,24144,70,32767,25400,1480,24216,5,45,32767,9200
2,3,3200,2751,5190,3600,2974,5476,1025,7662,4300,3100,6076,-10,987,9033,6600
2,14,25300,2407,23794,25500,2377,24062,4727,32767,25500,2327,24185,4,4808,32767,17800
2,3,20800,1278,22187,21300,1288,21912,1808,32767,21800,1418,22073,27,1593,32767,5600
2,8,3800,2079,3853,3800,1950,3717,335,7131,4100,2010,4202,0,287,7875,9900
2,0,20300,3482,18000,21000,3563,18646,5622,32767,21100,3510,18976,22,5881,32767,1200
2,10,1100,2122,3859,1400,2196,3861,5166,10424,2300,2357,4398,-2,4995,12008,10200
2,2,2900,3714,5528,2500,3774,5748,1625,6929,3700,3726,6407,-6,1495,8983,5900
2,1,7200,2754,9329,7200,3154,9232,2275,16133,8200,3509,10232,33,2595,18020,2700
2,16,9000,3029,10756,9700,2922,10548,5950,21016,10500,2384,8948,33,5827,22485,24300
2,5,16400,2549,22417,17200,2503,22652,3704,32767,18100,2265,23094,14,3412,32767,6900
2,8,24500,2871,23049,25000,2856,23260,720,32767,25300,2634,23572,26,422,32767,10900
2,7,24200,3138,22395,24600,3119,22441,668,32767,25000,3016,22701,18,585,32767,9300
2,8,5200,2079,3853,4900,1950,3717,3841,12495,5100,2010,4202,10,3697,12781,9900
2,7,4100,1134,4212,3900,1074,3719,325,7420,4100,1034,3810,15,339,7943,7300
2,3,4200,2751,5190,4500,2974,5476,508,8641,5100,3100,6076,-24,462,9845,6600
2,8,8700,2353,3847,10400,2537,3975,5131,22843,11400,2722,4591,38,5110,25052,9200
2,7,4000,1134,4212,3600,1074,3719,177,6918,3800,1034,3810,-7,166,7412,7300
2,8,4300,2133,4230,4200,2220,4092,291,8104,5000,2382,4783,-17,333,9675,8400
2,8,7000,2079,3853,6700,1950,3717,5752,17764,7000,2010,4202,22,5641,18195,9900
2,8,25400,2871,23049,25500,2856,23260,389,32767,25500,2634,23572,-2,241,32767,10900
2,5,23800,2689,23128,24000,2735,23347,481,32767,24200,2430,23693,30,368,32767,6800
2,9,2200,2337,4534,2200,2432,4581,3050,8570,2500,2412,4986,13,3039,9214,11500
2,4,1800,1629,4386,2100,1657,4200,1412,6012,2700,1401,4209,-24,1420,7237,5500
2,7,19800,2219,23248,20300,2204,23334,2575,32767,20800,2117,23547,34,2331,32767,8800
2,2,12100,3008,6161,13000,3144,6819,8187,28245,14000,3191,7533,27,7943,29760,4100
2,3,20800,1278,22187,21300,1288,21912,1808,32767,21800,1418,22073,27,1593,32767,5600
2,8,25400,2871,23049,25400,2856,23260,29,32767,25400,2634,23572,-28,43,32767,10900
2,7,3900,2394,3635,4400,2440,3580,7431,19310,5400,2595,3683,3,7414,21118,7600
2,5,3700,1998,4511,3700,2050,4361,727,7735,4100,2184,5054,8,743,8639,6400
2,1,18500,2521,22354,19300,2635,22297,5700,32767,19800,2545,22302,31,5366,32767,3100
2,10,3900,2122,3859,4100,2196,3861,870,8304,4800,2357,4398,18,864,9822,10200
2,8,3100,2079,3853,2800,1950,3717,4062,11279,3300,2010,4202,-3,3920,11745,9900
2,8,25400,2871,23049,25500,2856,23260,389,32767,25500,2634,23572,-2,241,32767,10900
2,8,11400,2353,3847,12700,2537,3975,6868,23706,13700,2722,4591,37,6731,25431,9200
2,1,22100,3604,21984,21200,3531,21690,5827,32767,22400,3296,22443,10,5685,32767,2400
2,4,25300,2646,23488,25400,2553,23600,1825,32767,25300,2550,23614,22,1975,32767,7200
2,1,22400,2521,22354,22800,2635,22297,4231,32767,22900,2545,22302,24,3860,32767,3100
2,7,10700,1740,12779,11000,1641,12964,2068,24389,9500,1935,11020,8,2431,21560,10600
2,0,23700,305,23471,24100,335,23914,808,32767,24600,282,24542,12,560,32767,700
2,2,24400,3016,22090,24600,2960,22267,6620,32767,24500,2873,22350,-10,6258,32767,4900
2,1,13800,3079,21956,14300,2701,22614,5297,32767,15300,2264,23012,11,5062,32767,2700
2,8,9400,2079,3853,8300,1950,3717,5941,18745,8500,2010,4202,26,5850,19383,9900
2,5,23500,2549,22417,24100,2503,22652,2075,32767,24600,2265,23094,-20,1908,32767,6900
2,14,25000,2407,23794,25400,2377,24062,235,32767,25500,2327,24185,-8,112,32767,17800
2,8,2300,2079,3853,2200,1950,3717,577,4972,2500,2010,4202,-10,608,5475,9900
2,8,2300,2079,3853,2200,1950,3717,1441,6508,2500,2010,4202,25,1241,6733,9900
2,8,3700,2133,4230,3500,2220,4092,279,6575,3900,2382,4783,-6,272,7518,8400
2,2,24700,2259,23870,25200,2407,23825,1554,32767,25300,2239,24075,3,1075,32767,4100
2,14,25500,2407,23794,25500,2377,24062,0,32767,25500,2327,24185,100,0,32767,17800
2,0,16300,2775,12064,16500,2791,12392,6856,30397,17800,2789,13957,32,6593,32767,1400
2,1,23600,1894,22575,24000,1887,22940,1077,32767,24400,1857,23354,14,1068,32767,2800
2,8,4800,2353,3847,4900,2537,3975,3306,13452,6300,2722,4591,13,3239,16035,9200
2,10,11300,1882,13098,10900,1765,12597,1991,22879,9000,1807,11010,-5,1777,19306,11600
2,16,5500,3029,10756,5200,2922,10548,4020,13075,6200,2384,8948,12,3987,14941,24300
2,1,17500,3375,17189,17500,3251,17585,8362,29387,18800,3148,17757,17,8089,31414,2500
2,14,25200,2407,23794,25500,2377,24062,308,32767,25500,2327,24185,3,285,32767,17800
2,9,3100,2337,4534,3100,2432,4581,366,6508,3600,2412,4986,4,379,7587,11500
2,2,2100,3714,5528,2300,3774,5748,5852,13068,2900,3726,6407,-2,5816,14225,5900
2,2,23500,3016,22090,24100,2960,22267,7385,32767,24100,2873,22350,-1,7027,32767,4900
2,3,11000,2220,13761,11600,2419,13241,5206,20922,11900,2649,13005,27,5110,21577,7400
2,14,25400,2407,23794,25500,2377,24062,1870,32767,25500,2327,24185,-10,1831,32767,17800
2,8,2600,2079,3853,2400,1950,3717,543,4377,2600,2010,4202,3,512,4970,9900
2,10,3200,2122,3859,3100,2196,3861,170,6258,3700,2357,4398,28,189,7314,10200
2,7,8400,1740,12779,9100,1641,12964,3114,17310,8000,1935,11020,23,2393,15622,10600
2,14,24100,2407,23794,24500,2377,24062,420,32767,24800,2327,24185,22,475,32767,17800
2,5,3400,1998,4511,3200,2050,4361,1481,8343,3600,2184,5054,10,1193,8743,6400
2,5,23700,2549,22417,24300,2503,22652,1833,32767,24500,2265,23094,-19,1447,32767,6900
2,9,10700,1734,11918,10500,1757,11663,2229,23141,9300,1755,9850,-3,2314,20839,11500
2,10,3000,2122,3859,2800,2196,3861,245,5654,3300,2357,4398,0,237,6625,10200
2,14,25200,2407,23794,25500,2377,24062,4568,32767,25500,2327,24185,-12,4158,32767,17800
2,8,2600,2079,3853,3400,1950,3717,5035,14006,4100,2010,4202,0,5000,15420,9900
2,2,8400,1596,11167,8100,1651,10643,5439,24343,7200,1810,9437,-2,5664,22818,5100
2,0,14700,1425,10600,15900,1604,11166,4441,32767,15900,1955,10140,37,4691,32767,1300
2,14,24600,2407,23794,24900,2377,24062,387,32767,25300,2327,24185,2,241,32767,17800
2,5,6000,1998,4511,6600,2050,4361,1841,12862,7900,2184,5054,25,1958,15195,6400
2,4,2700,1629,4386,2500,1657,4200,416,5079,2700,1401,4209,-12,395,5429,5500
2,4,24300,2646,23488,24700,2553,23600,5039,32767,24800,2550,23614,22,4947,32767,7200
2,10,9100,2122,3859,8800,2196,3861,6731,23418,10000,2357,4398,19,6631,25789,10200
2,4,3000,1629,4386,2700,1657,4200,918,6489,2700,1401,4209,21,795,6395,5500
2,10,6400,2122,3859,6700,2196,3861,7360,20906,7400,2357,4398,12,7308,22379,10200
2,4,2800,1629,4386,2600,1657,4200,441,5449,3100,1401,4209,-17,416,6237,5500
2,5,3700,1998,4511,3800,2050,4361,993,7702,4800,2184,5054,29,1177,9731,6400
2,7,24500,2219,23248,24500,2204,23334,472,32767,24900,2117,23547,4,487,32767,8800
2,8,8700,2353,3847,10400,2537,3975,5131,22843,11400,2722,4591,38,5110,25052,9200
2,10,3600,2122,3859,3600,2196,3861,377,7160,4400,2357,4398,0,368,8652,10200
2,2,23200,2639,21765,23100,2893,21398,752,32767,23500,2876,21634,18,593,32767,3100
2,2,4200,1142,4187,4100,1138,4089,129,8095,5000,1032,4758,-5,231,9589,3400
2,4,24600,7028,19653,24500,7021,19728,593,32767,24900,6692,20338,-8,518,32767,5400
2,3,4600,2751,5190,4600,2974,5476,797,8072,5100,3100,6076,3,812,8950,6600
2,7,23500,2219,23248,23500,2204,23334,329,32767,23900,2117,23547,14,352,32767,8800
2,8,3200,2133,4230,3000,2220,4092,202,6193,3600,2382,4783,-14,237,7325,8400
2,8,3900,2079,3853,3900,1950,3717,137,7804,4300,2010,4202,-16,114,8643,9900
2,8,3500,2079,3853,3600,1950,3717,381,6952,4100,2010,4202,16,391,7912,9900
2,0,14700,1425,10600,15900,1604,11166,4441,32767,15900,1955,10140,37,4691,32767,1300
2,5,3400,1998,4511,3200,2050,4361,389,6889,4000,2184,5054,-19,354,8445,6400
2,2,15400,3396,22218,17100,3240,22489,3983,32767,17200,3151,22674,-32,4041,32767,3700
2,4,25300,2646,23488,25400,2553,23600,322,32767,25400,2550,23614,-4,345,32767,7200
2,8,16300,1586,24055,16600,1540,24144,4508,32767,17500,1480,24216,29,4260,32767,9200
2,8,2800,2353,3847,4100,2537,3975,4512,11983,5200,2722,4591,30,4533,13862,9200
2,0,21700,3540,18063,22000,3482,18163,4997,32767,22400,3587,18454,20,5031,32767,1100
2,5,16300,2549,22417,17000,2503,22652,6012,32767,17900,2265,23094,32,5910,32767,6900
2,8,3100,2133,4230,3400,2220,4092,3895,12000,4800,2382,4783,20,4118,14481,8400
2,7,11500,1740,12779,12200,1641,12964,1643,23127,10400,1935,11020,5,1243,19985,10600
2,2,9000,3714,5528,9500,3774,5748,9075,28575,10000,3726,6407,21,8943,29222,5900
2,7,2300,2394,3635,2000,2440,3580,643,5068,2300,2595,3683,-14,545,5383,7600
2,14,21900,2407,23794,22500,2377,24062,2416,32767,22800,2327,24185,13,2252,32767,17800
2,3,2900,2751,5190,4100,2974,5476,5300,15183,5100,3100,6076,26,5156,16927,6600
2,1,23800,1894,22575,24200,1887,22940,643,32767,24600,1857,23354,37,531,32767,2800
2,9,3900,2337,4534,3900,2432,4581,816,7312,4200,2412,4986,24,883,8100,11500
2,6,4000,2398,4523,3900,2541,4391,979,6625,4100,2721,4888,19,833,7291,6900
2,10,3300,2122,3859,3600,2196,3861,345,7520,4200,2357,4398,5,358,9016,10200
2,2,23800,3396,22218,24400,3240,22489,1502,32767,24600,3151,22674,-14,1443,32767,3700
2,5,25300,2549,22417,25200,2503,22652,1791,32767,25400,2265,23094,1,1595,32767,6900
2,14,24600,2407,23794,25000,2377,24062,422,32767,25300,2327,24185,25,293,32767,17800
2,7,4600,1134,4212,4300,1074,3719,433,8141,4600,1034,3810,12,462,8820,7300
2,4,24500,7028,19653,24500,7021,19728,493,32767,25000,6692,20338,20,441,32767,5400
2,14,24900,2407,23794,25100,2377,24062,716,32767,25300,2327,24185,-2,660,32767,17800
2,1,18900,3079,21956,20300,2701,22614,3350,32767,21700,2264,23012,35,3002,32767,2700
2,9,19600,2412,23502,19500,2545,23291,4710,32767,19700,2489,23408,26,4656,32767,11700
2,9,21900,2412,23502,22400,2545,23291,5691,32767,22600,2489,23408,-4,5866,32767,11700
2,8,8900,2079,3853,8200,1950,3717,6564,17947,8300,2010,4202,30,6424,18316,9900
2,0,8600,2650,11250,8800,2750,11550,8125,22216,9300,2750,12050,22,8104,23304,200
2,4,23400,2080,22975,23800,2076,22926,3408,32767,24600,2035,23274,-13,2927,32767,4800
2,4,17200,2646,23488,17500,2553,23600,4956,32767,17700,2550,23614,0,4912,32767,7200
2,9,3300,2337,4534,3600,2432,4581,902,7227,4200,2412,4986,-5,895,8254,11500
2,5,25200,2689,23128,25500,2735,23347,683,32767,25500,2430,23693,-3,510,32767,6800
2,9,3100,2337,4534,3300,2432,4581,3160,11114,3300,2412,4986,28,3287,11529,11500
2,6,4700,2398,4523,4600,2541,4391,400,9104,5400,2721,4888,8,320,10758,6900
2,8,3100,2079,3853,2800,1950,3717,4062,11279,3300,2010,4202,-3,3920,11745,9900
2,7,11800,1740,12779,11800,1641,12964,3637,22229,11800,1935,11020,16,3410,21756,10600
2,6,4100,2398,4523,3900,2541,4391,270,7450,4200,2721,4888,-5,233,8104,6900
2,7,23500,3138,22395,24000,3119,22441,5006,32767,24300,3016,22701,18,4941,32767,9300
2,2,21100,2639,21765,21200,2893,21398,1397,32767,21600,2876,21634,33,1381,32767,3100
2,2,5500,3008,6161,6300,3144,6819,6764,19977,7100,3191,7533,9,6816,21666,4100
2,8,12500,2353,3847,12900,2537,3975,5879,30866,14100,2722,4591,25,5464,32635,9200
2,8,25300,1586,24055,25500,1540,24144,341,32767,25500,1480,24216,-10,225,32767,9200
2,8,3400,2133,4230,2900,2220,4092,1575,7575,2900,2382,4783,27,1318,7422,8400
2,8,25100,1586,24055,25300,1540,24144,56,32767,25300,1480,24216,-9,52,32767,9200
2,5,3600,1998,4511,3400,2050,4361,610,6322,4100,2184,5054,17,572,7756,6400
2,8,3400,2353,3847,4100,2537,3975,2795,10850,4900,2722,4591,-1,2908,12558,9200
2,9,3300,2337,4534,3600,2432,4581,902,7227,4200,2412,4986,-5,895,8254,11500
2,14,23800,2407,23794,23800,2377,24062,4758,32767,24300,2327,24185,18,4768,32767,17800
2,7,10500,1740,12779,11300,1641,12964,4012,26291,10300,1935,11020,8,4527,24631,10600
2,14,25300,2407,23794,25500,2377,24062,120,32767,25500,2327,24185,-14,58,32767,17800
2,2,24700,2259,23870,25200,2407,23825,1554,32767,25300,2239,24075,3,1075,32767,4100
2,8,25300,1586,24055,25300,1540,24144,391,32767,25300,1480,24216,1,418,32767,9200
2,14,25400,2407,23794,25500,2377,24062,37,32767,25500,2327,24185,-3,31,32767,17800
2,0,13200,3876,17886,13600,3827,18126,5481,32767,14500,3731,19126,14,5283,32767,1500
2,10,8200,2122,3859,8400,2196,3861,3177,14622,9500,2357,4398,14,3297,16585,10200
2,2,17100,3396,22218,16600,3240,22489,7008,32416,17400,3151,22674,25,6658,32767,3700
2,8,25200,1586,24055,25300,1540,24144,70,32767,25400,1480,24216,5,45,32767,9200
2,10,2700,2122,3859,2700,2196,3861,325,5324,3100,2357,4398,26,372,6297,10200
2,10,2900,2122,3859,2900,2196,3861,114,6027,3500,2357,4398,18,133,7208,10200
2,8,3200,2079,3853,2700,1950,3717,572,5493,3000,2010,4202,5,662,6133,9900
2,8,25400,2871,23049,25500,2856,23260,2364,32767,25500,2634,23572,-4,1939,32767,10900
2,0,23200,3042,22883,23800,2908,23500,4162,32767,24400,2588,23887,16,3820,32767,2200
2,5,24200,2549,22417,24400,2503,22652,1437,32767,24600,2265,23094,17,1064,32767,6900
2,14,24400,2407,23794,25000,2377,24062,4743,32767,25300,2327,24185,-17,4595,32767,17800
2,3,11500,2751,5190,11600,2974,5476,8150,25216,12000,3100,6076,21,7947,25760,6600
2,9,12700,1507,11486,12500,1524,10040,6420,28220,13000,1648,8870,23,6622,28914,14100
2,8,5700,2079,3853,5300,1950,3717,4875,15283,5400,2010,4202,14,4737,15558,9900
2,14,23300,2407,23794,23200,2377,24062,5800,32767,24000,2327,24185,7,5420,32767,17800
2,1,24000,3079,21956,24200,2701,22614,283,32767,24200,2264,23012,13,237,32767,2700
